d	des
decepcionar	decepcionare
decepcionar	decepcionaran
decepcionar	decepcionaría
decepcionar	decepcionaríais
decepcionar	decepcionaríamos
decepcionar	decepcionares
decepcionar	decepcionarían
decepcionar	decepcionaron
decepcionar	decepcionarías
decepcionar	decepcionas
decepcionar	decepcionaren
decepcionar	decepcionaseis
decepcionar	decepcionásemos
decepcionar	decepcionases
decepcionar	decepcionaste
decepcionar	decepcionasteis
decepcionar	decepcione
decepcionar	decepcionase
decepcionar	decepcionéis
decepcionar	decepcionemos
decepcionar	decepcioné
decepcionar	decepcionasen
decepcionar	decepciones
decepcionar	decepcionó
deceso	decesos
decepcionar	decepcionen
decepcionar	decepciono
decibel	decibeles
dechado	dechados
deciárea	deciáreas
decibeliómetro	decibeliómetros
decidibilidad	decidibilidades
decidir	decida
decibelio	dB
decibelio	decibelios
decidir	decidáis
decidir	decidas
decidir	decidamos
decidir	decide
decidir	decidan
decidir	deciden
decidir	decidía
decidir	decidíais
decidir	decidíamos
decidir	decidí
decidir	decidían
decidir	decides
decidir	decidías
decidir	decididas
decidir	decidido
decidir	decididos
decidir	decidida
decidir	decidiendo
decidir	decidierais
decidir	decidid
decidir	decidiera
decidir	decidieran
decidir	decidiere
decidir	decidiéramos
decidir	decidiereis
decidir	decidiéremos
decidir	decidieras
decidir	decidieren
decidir	decidiese
decidir	decidieron
decidir	decidieseis
decidir	decidiésemos
decidir	decidieses
decidir	decidieres
decidir	decidimos
decidir	decidiesen
decidir	decidió
decidir	decidirá
decidir	decidiré
decidir	decidirán
decidir	decidiréis
decidir	decidiría
decidir	decidiremos
decidir	decidiríais
decidir	decidiríamos
decidir	decidirás
decidir	decidirías
decidir	decidiste
decidir	decidirían
decidir	decidís
decidir	decidisteis
decidor	decidoras
decidor	decidores
decidual	deciduales
decidor	decidora
deciduo	decidua
deciduo	deciduas
decigramo	decigramos
deciduo	deciduos
decilitro	decilitros
decilitro	dl
decidir	decido
décima	décimas
decimalización	decimalizaciones
decimal	decimales
decimanovena	decimanovenas
decimétrico	decimétricas
decigramo	dg
decimétrico	decimétrica
decimétrico	decimétricos
decímetro	dm
decímetro	decímetros
decimonónico	decimonónicas
decimonónico	decimonónica
decimonónico	decimonónicos
decimooctavo	decimooctava
decimooctavo	decimooctavas
decimotercio	decimotercia
decimooctavo	decimooctavos
decimotercio	decimotercias
decinormal	decinormales
decimotercio	decimotercios
decir	decíais
décimo	décimos
decir	decíamos
decir	decía
decir	decían
decir	decías
decir	decires
decir	decid
decir	decimos
decir	dice
decir	decís
decir	dices
decir	dicha
decir	dichas
decir	dicho
decir	di
decir	dicen
decir	diciendo
decir	digáis
decir	diga
decir	dichos
decir	digas
decir	digamos
decir	digo
decir	digan
decir	dijera
decir	dijerais
decir	dijéramos
decir	dijeras
decir	dijeran
decir	dijere
decir	dijereis
decir	dijéremos
decir	dijeres
decir	dijeron
decir	dijese
decir	dijeren
decir	dijeseis
decir	dijésemos
decir	dije
decir	dijesen
decir	dijiste
decir	dijisteis
decir	dijo
decir	dijeses
decir	dirán
decir	dijimos
decir	dirá
decir	dirás
decir	diréis
decir	diremos
decir	diríais
decir	diré
decir	diría
decir	dirías
decir	diríamos
decisivo	decisiva
decisión	decisiones
decisivo	decisivos
decisivo	decisivas
decisorio	decisoria
decisorio	decisorias
declamación	declamaciones
decisorio	decisorios
declamador	declamadora
declamador	declamadoras
declamar	declama
declamador	declamadores
declamar	declamaba
declamar	declamabais
declamar	declamábamos
declamar	declamabas
declamar	declamaban
declamar	declamada
declamar	declamadas
decir	dirían
declamar	declamado
declamar	declamados
declamar	declamamos
declamar	declamáis
declamar	declamando
declamar	declamad
declamar	declamara
declamar	declamará
declamar	declamarais
declamar	declamaran
declamar	declamáramos
declamar	declaman
declamar	declamaras
declamar	declamarás
declamar	declamarán
declamar	declamareis
declamar	declamaréis
declamar	declamaré
declamar	declamaremos
declamar	declamáremos
declamar	declamares
declamar	declamaría
declamar	declamaríais
declamar	declamaríamos
declamar	declamarían
declamar	declamarías
declamar	declamaron
declamar	declamas
declamar	declamare
declamar	declamaseis
declamar	declamásemos
declamar	declamase
declamar	declamaren
declamar	declamaste
declamar	declamasteis
declamar	declamases
declamar	declamé
declamar	declamasen
declamar	declame
declamar	declaméis
declamar	declamemos
declamar	declamo
declamar	declames
declamatorio	declamatoria
declamatorio	declamatorias
declamar	declamó
declamar	declamen
declamatorio	declamatorios
declarador	declaradoras
declaración	declaraciones
declarador	declaradora
declarador	declaradores
declarar	declaraba
declarante	declarantes
declarar	declarábamos
declarar	declaraban
declarar	declarabais
declarar	declarad
declarar	declarabas
declarar	declaradas
declarar	declarado
declarar	declarados
declarar	declaráis
declarar	declara
declarar	declarada
declarar	declarando
declarar	declaramos
declarar	declaran
declarar	declarará
declarar	declararais
declarar	declaráramos
declarar	declarara
declarar	declararan
declarar	declararás
declarar	declarare
declarar	declararán
declarar	declararas
declarar	declarareis
declarar	declararéis
declarar	declaráremos
declarar	declararé
declarar	declararemos
declarar	declararía
declarar	declararíais
declarar	declararíamos
declarar	declararen
declarar	declararían
declarar	declararon
declarar	declararías
declarar	declarares
declarar	declaras
declarar	declarase
declarar	declarásemos
declarar	declarases
declarar	declarasen
declarar	declaraseis
declarar	declarasteis
declarar	declaré
declarar	declare
declarar	declaraste
declarar	declaren
declarar	declaréis
declarar	declaro
declarar	declaremos
declarativo	declarativa
declarativo	declarativas
declarar	declaró
declarativo	declarativos
declaratorio	declaratoria
declaratorio	declaratorios
declaratorio	declaratorias
declinación	declinaciones
declinamiento	declinamientos
declinar	declina
declinable	declinables
declarar	declares
declinar	declinaba
declinar	declinabais
declinar	declinábamos
declinar	declinad
declinar	declinabas
declinar	declinadas
declinar	declinado
declinar	declinados
declinar	declinaban
declinar	declinada
declinar	declináis
declinar	declinamos
declinar	declinara
declinar	declinando
declinar	declinarais
declinar	declináramos
declinar	declinará
declinar	declinan
declinar	declinarán
declinar	declinarás
declinar	declinare
declinar	declinaras
declinar	declinareis
declinar	declinaréis
declinar	declinaremos
declinar	declináremos
declinar	declinaren
declinar	declinares
declinar	declinaría
declinar	declinaríais
declinar	declinaríamos
declinar	declinarían
declinar	declinarías
declinar	declinaré
declinar	declinas
declinar	declinaron
declinar	declinaseis
declinar	declinase
declinar	declinaran
declinar	declinases
declinar	declinásemos
declinar	declinasen
declinar	declinasteis
declinar	decline
declinar	decliné
declinar	declinaste
declinar	declinen
declinar	declinéis
declinar	declines
declinar	declinemos
declinatoria	declinatorias
declinatorio	declinatoria
declinar	declinó
declinatorio	declinatorias
declinómetro	declinómetros
declive	declives
declinatorio	declinatorios
declividad	declividades
decocción	decocciones
decodificación	decodificaciones
decodificador	decodificadores
decodificar	decodifica
decodificar	decodificaba
declinar	declino
declivio	declivios
decodificar	decodificaban
decodificar	decodificabais
decodificar	decodificábamos
decodificar	decodificada
decodificar	decodificabas
decodificar	decodificado
decodificar	decodificadas
decodificar	decodificáis
decodificar	decodificados
decodificar	decodificad
decodificar	decodificamos
decodificar	decodificara
decodificar	decodificando
decodificar	decodificarais
decodificar	decodificáramos
decodificar	decodificaran
decodificar	decodificarán
decodificar	decodificará
decodificar	decodificarás
decodificar	decodifican
decodificar	decodificaras
decodificar	decodificareis
decodificar	decodificaré
decodificar	decodificaréis
decodificar	decodificáremos
decodificar	decodificaren
decodificar	decodificaremos
decodificar	decodificaría
decodificar	decodificaríais
decodificar	decodificare
decodificar	decodificares
decodificar	decodificarían
decodificar	decodificaríamos
decodificar	decodificaron
decodificar	decodificarías
decodificar	decodificaseis
decodificar	decodificase
decodificar	decodificásemos
decodificar	decodificasen
decodificar	decodificas
decodificar	decodificaste
decodificar	decodificasteis
decodificar	decodificó
decodificar	decodifico
decodificar	decodificases
decodificar	decodifiquéis
decodificar	decodifiquemos
decodificar	decodifiquen
decodificar	decodifiques
decodificar	decodifiqué
decoloración	decoloraciones
decolorar	decoloraba
decodificar	decodifique
decolorar	decolorábamos
decolorar	decoloraban
decolorar	decolorabais
decolorar	decolorad
decolorar	decolorabas
decolorar	decoloradas
decolorar	decolorado
decolorar	decolorados
decolorar	decolorada
decolorar	decoloráis
decolorar	decoloran
decolorar	decolora
decolorar	decoloramos
decolorar	decolorará
decolorar	decolorara
decolorar	decolorarais
decolorar	decolorando
decolorar	decoloráramos
decolorar	decoloraras
decolorar	decolorarás
decolorar	decolorarán
decolorar	decoloraré
decolorar	decolorareis
decolorar	decoloraran
decolorar	decoloraréis
decolorar	decoloráremos
decolorar	decoloraremos
decolorar	decolorare
decolorar	decoloraren
decolorar	decoloraría
decolorar	decoloraríamos
decolorar	decoloraríais
decolorar	decolorarías
decolorar	decoloraron
decolorar	decolorarían
decolorar	decoloras
decolorar	decolorares
decolorar	decoloraseis
decolorar	decolorásemos
decolorar	decolorasen
decolorar	decolorases
decolorar	decoloraste
decolorar	decolorasteis
decolorar	decolore
decolorar	decolorase
decolorar	decoloréis
decolorar	decoloren
decolorar	decoloremos
decolorar	decolores
decolorar	decoloró
decolorar	decoloro
decomisar	decomisa
decomisar	decomisaba
decomisar	decomisabais
decomisar	decomisábamos
decomisar	decomisabas
decomisar	decomisad
decomisar	decomisaban
decomisar	decomisada
decomisar	decomisadas
decomisar	decomisados
decomisar	decomisado
decomisar	decomisáis
decomisar	decomisamos
decomisar	decomisando
decolorar	decoloré
decomisar	decomisara
decomisar	decomisarais
decomisar	decomisáramos
decomisar	decomisaran
decomisar	decomisarán
decomisar	decomisará
decomisar	decomisarás
decomisar	decomisare
decomisar	decomisaras
decomisar	decomisareis
decomisar	decomisaréis
decomisar	decomisaré
decomisar	decomisaremos
decomisar	decomisaren
decomisar	decomisáremos
decomisar	decomisan
decomisar	decomisaría
decomisar	decomisaríais
decomisar	decomisaríamos
decomisar	decomisarías
decomisar	decomisares
decomisar	decomisarían
decomisar	decomisase
decomisar	decomisas
decomisar	decomisaron
decomisar	decomisásemos
decomisar	decomisasen
decomisar	decomisaseis
decomisar	decomisasteis
decomisar	decomisases
decomisar	decomisé
decomisar	decomisaste
decomisar	decomisemos
decomisar	decomisen
decomisar	decomiséis
decomisar	decomises
decomisar	decomisó
decomiso	decomisos
decoración	decoraciones
decorado	decorados
decomisar	decomiso
decorador	decoradora
decorador	decoradoras
decorador	decoradores
decorar	decoraba
decorar	decora
decomisar	decomise
decorar	decorábamos
decorar	decorabas
decorar	decorabais
decorar	decorada
decorar	decoraban
decorar	decorado
decorar	decoradas
decorar	decorados
decorar	decorad
decorar	decoramos
decorar	decorando
decorar	decorara
decorar	decoráis
decorar	decorarais
decorar	decoráramos
decorar	decorará
decorar	decorarán
decorar	decoraras
decorar	decorarás
decorar	decoraran
decorar	decorare
decorar	decoraré
decorar	decorareis
decorar	decoraréis
decorar	decoráremos
decorar	decoraren
decorar	decoraremos
decorar	decoran
decorar	decorares
decorar	decoraríais
decorar	decoraríamos
decorar	decorarían
decorar	decoraría
decorar	decorarías
decorar	decorase
decorar	decoraron
decorar	decorásemos
decorar	decorasen
decorar	decoraseis
decorar	decoras
decorar	decorases
decorar	decore
decorar	decoraste
decorar	decoré
decorar	decorasteis
decorar	decoréis
decorar	decoremos
decorar	decoro
decorar	decores
decorativo	decorativa
decorativo	decorativas
decorar	decoró
decorativo	decorativos
decoroso	decorosa
decorar	decoren
decoroso	decorosas
decorticación	decorticaciones
decrecer	decrece
decoroso	decorosos
decrecer	decrecéis
decrecer	decrecemos
decrecer	decreced
decrecer	decrecerá
decrecer	decrecen
decrecer	decrecerán
decrecer	decreceré
decrecer	decrecerás
decrecer	decreceréis
decrecer	decreceremos
decrecer	decreceríais
decrecer	decreceríamos
decrecer	decrecería
decrecer	decrecerías
decrecer	decreces
decrecer	decrecerían
decoro	decoros
decrecer	decrecía
decrecer	decrecíais
decrecer	decrecíamos
decrecer	decrecías
decrecer	decrecí
decrecer	decrecían
decrecer	decrecido
decrecer	decrecidas
decrecer	decreciendo
decrecer	decrecidos
decrecer	decrecierais
decrecer	decreciéramos
decrecer	decrecieran
decrecer	decrecieras
decrecer	decreciere
decrecer	decreciereis
decrecer	decreciéremos
decrecer	decrecieren
decrecer	decrecieres
decrecer	decrecida
decrecer	decreciera
decrecer	decrecieseis
decrecer	decrecieron
decrecer	decreciésemos
decrecer	decrecieses
decrecer	decreciese
decrecer	decreciesen
decrecer	decreciste
decrecer	decreció
decrecer	decrecimos
decrecer	decrecisteis
decrecer	decrezcamos
decrecer	decrezca
decrecer	decrezcáis
decrecer	decrezco
decrecer	decrezcan
decreciente	decrecientes
decrementar	decrementa
decrementar	decrementaba
decrecimiento	decrecimientos
decrementar	decrementabais
decrementar	decrementábamos
decrementar	decrementabas
decrementar	decrementad
decrementar	decrementaban
decrementar	decrementada
decrementar	decrementadas
decrementar	decrementados
decrecer	decrezcas
decrementar	decrementáis
decrementar	decrementan
decrementar	decrementado
decrementar	decrementamos
decrementar	decrementará
decrementar	decrementara
decrementar	decrementando
decrementar	decrementarais
decrementar	decrementáramos
decrementar	decrementarán
decrementar	decrementarás
decrementar	decrementaran
decrementar	decrementare
decrementar	decrementaré
decrementar	decrementareis
decrementar	decrementaréis
decrementar	decrementáremos
decrementar	decrementaremos
decrementar	decrementaren
decrementar	decrementaría
decrementar	decrementaríais
decrementar	decrementaríamos
decrementar	decrementaras
decrementar	decrementarían
decrementar	decrementaron
decrementar	decrementarías
decrementar	decrementas
decrementar	decrementares
decrementar	decrementaseis
decrementar	decrementásemos
decrementar	decrementases
decrementar	decrementase
decrementar	decrementasen
decrementar	decrementasteis
decrementar	decrementé
decrementar	decrementaste
decrementar	decrementéis
decrementar	decrementen
decrementar	decrementemos
decrementar	decremento
decrementar	decrementes
decremento	decrementos
decrementar	decrementó
decrepitar	decrepitaba
decrepitar	decrepitabais
decrementar	decremente
decrepitar	decrepitaban
decrepitar	decrepitábamos
decrepitar	decrepitad
decrepitar	decrepitabas
decrepitar	decrepitadas
decrepitar	decrepitado
decrepitar	decrepitados
decrepitar	decrepita
decrepitar	decrepitáis
decrepitar	decrepitada
decrepitar	decrepitando
decrepitar	decrepitara
decrepitar	decrepitamos
decrepitar	decrepitarais
decrepitar	decrepitáramos
decrepitar	decrepitaran
decrepitar	decrepitarán
decrepitar	decrepitan
decrepitar	decrepitará
decrepitar	decrepitare
decrepitar	decrepitaras
decrepitar	decrepitareis
decrepitar	decrepitaréis
decrepitar	decrepitaremos
decrepitar	decrepitáremos
decrepitar	decrepitaren
decrepitar	decrepitarás
decrepitar	decrepitares
decrepitar	decrepitaría
decrepitar	decrepitaríais
decrepitar	decrepitarían
decrepitar	decrepitaríamos
decrepitar	decrepitarías
decrepitar	decrepitas
decrepitar	decrepitaré
decrepitar	decrepitaseis
decrepitar	decrepitásemos
decrepitar	decrepitaron
decrepitar	decrepitasen
decrepitar	decrepitaste
decrepitar	decrepitasteis
decrepitar	decrepitase
decrepitar	decrepitases
decrepitar	decrepité
decrepitar	decrepitéis
decrepitar	decrepiten
decrepitar	decrepitemos
